Polymer Type,Unnamed: 1,Polymer,He,H2,O2,N2,CO2,CH4,Unnamed: 18,Unnamed: 19,Unnamed: 20,log10_He,log10_H2,log10_O2,log10_N2,log10_CO2,log10_CH4,log10_He_Bayesian,log10_H2_Bayesian,log10_O2_Bayesian,log10_N2_Bayesian,log10_CO2_Bayesian,log10_CH4_Bayesian,log10_He_Bayesian_std,log10_H2_Bayesian_std,log10_O2_Bayesian_std,log10_N2_Bayesian_std,log10_CH4_Bayesian_std,log10_CO2_Bayesian_std
Polyimides and Polypyrrolones,BTPDA-TADPO polypyrrolone,Polypyrrolone,,7.36,0.434,0.0585,,,,Gao 1994,http://www.sciencedirect.com/science/article/pii/0376738893E0157F,,0.866877814,-0.36251027,-1.232844134,,,0.963358793,0.866877814,-0.36251027,-1.232844134,0.244081828,-1.435144825,0.087353122,0.098567391,0.071483991,0.082235169,0.135170059,0.1437062
Polyimides and Polypyrrolones,HBPI(ODPA/TAP/ODA)(1/1/0),,,0.887,0.024,0.002,0.096,0.002,,Peter 2009,http://www.sciencedirect.com/science/article/pii/S0014305709001098,,-0.05207638,-1.619788758,-2.698970004,-1.017728767,-2.698970004,0.048402948,-0.05207638,-1.619788758,-2.698970004,-1.017728767,-2.698970004,0.088553563,0.10004278,0.072047549,0.08232144,0.134995665,0.14543222
Polyimides and Polypyrrolones,HBPI(ODPA/TAP/ODA)(1/0/1),,,2.389,0.132,0.017,0.595,0.01,,Peter 2009,http://www.sciencedirect.com/science/article/pii/S0014305709001098,,0.37821615,-0.879426069,-1.769551079,-0.225483034,-2,0.550938234,0.37821615,-0.879426069,-1.769551079,-0.225483034,-2,0.087145604,0.098192374,0.071368205,0.082121617,0.134998273,0.143155044
Polyimides and Polypyrrolones,HBPI(ODPA/TAP/ODA)(1/0.5/0.5),,,2.514,0.101,0.013,0.352,0.007,,Peter 2009,http://www.sciencedirect.com/science/article/pii/S0014305709001098,,0.400365273,-0.995678626,-1.886056648,-0.453457337,-2.15490196,0.58552757,0.400365273,-0.995678626,-1.886056648,-0.453457337,-2.15490196,0.087239888,0.098492387,0.071364391,0.08222328,0.134794436,0.143827128
Polyimides and Polypyrrolones,HBPI(ODPA/TAP/ODA)(2/0.5/0.5,,,1.923,0.065,0.007,0.257,0.004,,Peter 2009,http://www.sciencedirect.com/science/article/pii/S0014305709001098,,0.283979284,-1.187086643,-2.15490196,-0.590066877,-2.397940009,0.450983186,0.283979284,-1.187086643,-2.15490196,-0.590066877,-2.397940009,0.087700346,0.099061811,0.071595114,0.082374356,0.13522076,0.14420682
Polyimides and Polypyrrolones,6FDA-ODA PI,Polyimide,51.5,,4.34,0.835,23,0.38,,Walker 1991,http://www.sciencedirect.com/science/article/pii/S0376738800823297,1.711807229,,0.63748973,-0.078313525,1.361727836,-0.420216403,1.711807229,1.677355792,0.63748973,-0.078313525,1.361727836,-0.420216403,0.087471547,0.098780498,0.07141658,0.082820169,0.136400253,0.142978105
Polyimides and Polypyrrolones,6FDA-DAF PI,Polyimide,98.5,,7.85,1.266,32.2,0.63,,Walker 1991,http://www.sciencedirect.com/science/article/pii/S0376738800823297,1.99343623,,0.894869657,0.102433706,1.507855872,-0.200659451,1.99343623,1.993486101,0.894869657,0.102433706,1.507855872,-0.200659451,0.087772509,0.099450779,0.071826822,0.082872929,0.136584274,0.144343395
Polyimides and Polypyrrolones,6FDA-TADPO polypyrrolone,Polypyrrolone,89,,7.9,1.215,27.6,0.54,,Walker 1991,http://www.sciencedirect.com/science/article/pii/S0376738800823297,1.949390007,,0.897627091,0.084576278,1.440909082,-0.26760624,1.949390007,1.940832716,0.897627091,0.084576278,1.440909082,-0.26760624,0.087397834,0.098499998,0.071557294,0.082455699,0.136009842,0.143776942
Polyimides and Polypyrrolones,6FDA-TAB polypyrrolone,Polypyrrolone,166,,15.2,2.58,54,0.922,,Zimmerman 1999,http://dx.doi.org/10.1002/(SICI)1099-0488(19990615)37:12%3C1235::AID-POLB5%3E3.0.CO;2-J,2.220108088,,1.181843588,0.411619706,1.73239376,-0.035269079,2.220108088,2.21000645,1.181843588,0.411619706,1.73239376,-0.035269079,0.087506129,0.09874697,0.071601408,0.082747213,0.136525531,0.143802966
Polyimides and Polypyrrolones,6FDA/PMDA(50/50)-TAB polypyrrolone,Polypyrrolone,65.3,,4.73,0.696,15.8,0.272,,Zimmerman 1999,http://dx.doi.org/10.1002/(SICI)1099-0488(19990615)37:12%3C1235::AID-POLB5%3E3.0.CO;2-J,1.814913181,,0.674861141,-0.15739076,1.198657087,-0.565431096,1.814913181,1.767132413,0.674861141,-0.15739076,1.198657087,-0.565431096,0.087313464,0.098338317,0.071488529,0.082412214,0.135909816,0.143657308
Polyimides and Polypyrrolones,6FDA/PMDA(25/75)-TAB polypyrrolone,Polypyrrolone,35.7,,1.01,0.0981,3.13,0.0224,,Zimmerman 1999,http://dx.doi.org/10.1002/(SICI)1099-0488(19990615)37:12%3C1235::AID-POLB5%3E3.0.CO;2-J,1.552668216,,0.004321374,-1.008330993,0.495544338,-1.649751982,1.552668216,1.396391659,0.004321374,-1.008330993,0.495544338,-1.649751982,0.087952641,0.099275412,0.071891978,0.082844129,0.136945272,0.144564359
Polyimides and Polypyrrolones,6FDA/PMDA(10/90)-TAB polypyrrolone,Polypyrrolone,22.5,,0.453,0.0362,1.11,0.0075,,Zimmerman 1999,http://dx.doi.org/10.1002/(SICI)1099-0488(19990615)37:12%3C1235::AID-POLB5%3E3.0.CO;2-J,1.352182518,,-0.343901798,-1.441291429,0.045322979,-2.124938737,1.352182518,1.147405746,-0.343901798,-1.441291429,0.045322979,-2.124938737,0.087949336,0.09914898,0.071935355,0.082654129,0.136691793,0.144947936
Polyimides and Polypyrrolones,6FDA-TAB polypyrrolone,Polypyrrolone,,,15.2,2.58,54,0.9,,Burns 2003,http://dx.doi.org/10.1021/ma0259261,,,1.181843588,0.411619706,1.73239376,-0.045757491,2.25336943,2.237493213,1.181843588,0.411619706,1.73239376,-0.045757491,0.08762666,0.099072955,0.071704148,0.082897367,0.136749352,0.144083948
Polyimides and Polypyrrolones,6FDA-TAB/mTrMPD (75/25) ,Pyrrolone/imide copolymer,,,15.9,3.06,73.7,1.675,,Burns 2003,http://dx.doi.org/10.1021/ma0259261,,,1.201397124,0.485721426,1.867467488,0.224014811,2.114283724,2.158084601,1.201397124,0.485721426,1.867467488,0.224014811,0.087591855,0.099028861,0.071626022,0.082798233,0.136463917,0.143666124
Polyimides and Polypyrrolones,6FDA-TAB/mTrMDP (50/50),Pyrrolone/imide copolymer,,,30.3,6.59,155,4.56,,Burns 2003,http://dx.doi.org/10.1021/ma0259261,,,1.481442629,0.818885415,2.190331698,0.658964843,2.238425268,2.33728645,1.481442629,0.818885415,2.190331698,0.658964843,0.08760094,0.099039766,0.07161618,0.082791582,0.136420202,0.143549441
Polyimides and Polypyrrolones,6FDA-mTrMPD polyimide,Polyimide,,,109,29.5,370,17.6,,Burns 2003,http://dx.doi.org/10.1021/ma0259261,,,2.037426498,1.469822016,2.568201724,1.245512668,2.692567765,2.789508537,2.037426498,1.469822016,2.568201724,1.245512668,0.087081632,0.098367013,0.071414415,0.082575442,0.135842316,0.143653799
Polyimides and Polypyrrolones,HQDPA-PADPO polypyrrolone,Polypyrrolone,,5.34,0.23,0.036,,,,Gao 1994,http://www.sciencedirect.com/science/article/pii/0376738893E0157F,,0.727541257,-0.638272164,-1.443697499,,,0.87923042,0.727541257,-0.638272164,-1.443697499,-0.044029186,-1.738603378,0.087373544,0.098856199,0.071327711,0.082575951,0.135287067,0.143808414
Polyimides and Polypyrrolones,PMDA-TADPO polypyrrolone,Polypyrrolone,,5.06,0.14,0.013,,,,Gao 1994,http://www.sciencedirect.com/science/article/pii/0376738893E0157F,,0.704150517,-0.853871964,-1.886056648,,,0.858105913,0.704150517,-0.853871964,-1.886056648,-0.279694917,-2.310668271,0.088197645,0.099785804,0.071880891,0.082829699,0.136380045,0.144825741
Polyimides and Polypyrrolones,BPDA-TADPO polypyrrolone,Polypyrrolone,,6.56,0.24,0.023,,,,Gao 1994,http://www.sciencedirect.com/science/article/pii/0376738893E0157F,,0.816903839,-0.619788758,-1.638272164,,,0.935046946,0.816903839,-0.619788758,-1.638272164,-0.034666951,-1.982412783,0.088027958,0.099451043,0.071853493,0.082589751,0.136114592,0.144574565
Polyimides and Polypyrrolones,ODPA-TADPO polypyrrolone,Polypyrrolone,,6.88,0.22,0.026,,,,Gao 1994,http://www.sciencedirect.com/science/article/pii/0376738893E0157F,,0.837588438,-0.657577319,-1.585026652,,,0.97918921,0.837588438,-0.657577319,-1.585026652,-0.079860989,-1.976131402,0.087952368,0.099598005,0.07168019,0.082857817,0.136111416,0.144558559
Polyimides and Polypyrrolones,6FDA-TADPO polypyrrolone,Polypyrrolone,,54.9,5.04,0.81,,,,Gao 1994,http://www.sciencedirect.com/science/article/pii/0376738893E0157F,,1.739572344,0.702430536,-0.091514981,,,1.69637897,1.739572344,0.702430536,-0.091514981,1.31015769,-0.211350212,0.087564208,0.098889348,0.071638341,0.082396224,0.135624099,0.144026534
Polyimides and Polypyrrolones,6FDA-TABP polypyrrolone,Polypyrrolone,,74.4,7.75,1.44,,,,Gao 1994,http://www.sciencedirect.com/science/article/pii/0376738893E0157F,,1.871572936,0.889301703,0.158362492,,,1.810840133,1.871572936,0.889301703,0.158362492,1.499878578,0.067840907,0.087443822,0.098789634,0.071546037,0.082412428,0.13549394,0.143892072
Polyimides and Polypyrrolones,SiDA-OTA polypyrrolone,Polypyrrolone,,12.7,0.63,0.102,,,,Hellums 1991,http://dx.doi.org/10.1002/app.1991.070431103,,1.103803721,-0.200659451,-0.991399828,,,1.19636218,1.103803721,-0.200659451,-0.991399828,0.391734629,-1.265705277,0.087524579,0.099074655,0.071431756,0.082671984,0.13556154,0.144025007
Polyimides and Polypyrrolones,SiDA-ODA polyimide,Polypyrrolone,,5.21,0.33,0.058,,,,Hellums 1991,http://dx.doi.org/10.1002/app.1991.070431103,,0.716837723,-0.48148606,-1.236572006,,,0.846328719,0.716837723,-0.48148606,-1.236572006,0.131566267,-1.411204794,0.086965731,0.098178735,0.071179605,0.082199324,0.134646575,0.143235159
Polyimides and Polypyrrolones,BPDA-OTA polypyrrolone,Polypyrrolone,,6.56,0.24,0.023,,,,Hellums 1991,http://dx.doi.org/10.1002/app.1991.070431103,,0.816903839,-0.619788758,-1.638272164,,,0.935046946,0.816903839,-0.619788758,-1.638272164,-0.034666951,-1.982412783,0.088027958,0.099451043,0.071853493,0.082589751,0.136114592,0.144574565
Polyimides and Polypyrrolones,OPDA-TADPO polypyrrolone,Polypyrrolone,,6.88,0.223,0.0261,,,,Gao 1996,http://www.sciencedirect.com/science/article/pii/0032386196810950,,0.837588438,-0.651695137,-1.583359493,,,0.977370783,0.837588438,-0.651695137,-1.583359493,-0.073302172,-1.970047488,0.087947908,0.099577463,0.071686998,0.082836255,0.1360983,0.144547692
Polyimides and Polypyrrolones,,Fluorinated poly(phenylene-imide) PI,,27.37,2.99,0.4,14.16,0.36,,Li 2007,http://dx.doi.org/10.1002/macp.200600461,,1.437274797,0.475671188,-0.397940009,1.151063253,-0.443697499,1.400297906,1.437274797,0.475671188,-0.397940009,1.151063253,-0.443697499,0.087537462,0.098546652,0.071718686,0.082071353,0.13554364,0.143692542
Polyimides and Polypyrrolones,,Fluorinated poly(phenylene-imide) PI-90,,26.03,3.01,0.59,14.64,0.39,,Li 2007,http://dx.doi.org/10.1002/macp.200600461,,1.415474168,0.478566496,-0.229147988,1.165541077,-0.408935393,1.459083346,1.415474168,0.478566496,-0.229147988,1.165541077,-0.408935393,0.086956378,0.098013624,0.071295984,0.082266888,0.135342065,0.142758787
Polyimides and Polypyrrolones,,Fluorinated poly(phenylene-imide) PI-75,,23.71,2.65,0.49,13.45,0.36,,Li 2007,http://dx.doi.org/10.1002/macp.200600461,,1.374931554,0.423245874,-0.30980392,1.128722284,-0.443697499,1.399609943,1.374931554,0.423245874,-0.30980392,1.128722284,-0.443697499,0.087103678,0.098194043,0.071372303,0.082268292,0.135379653,0.142910539
Polyimides and Polypyrrolones,,Fluorinated poly(phenylene-imide) PI-50,,16.66,1.66,0.3,8.06,0.26,,Li 2007,http://dx.doi.org/10.1002/macp.200600461,,1.221674997,0.220108088,-0.522878745,0.906335042,-0.585026652,1.239483373,1.221674997,0.220108088,-0.522878745,0.906335042,-0.585026652,0.08715384,0.098300564,0.071365748,0.082187772,0.135037954,0.143167635
Polyimides and Polypyrrolones,,Fluorinated poly(phenylene-imide) PI-25,,11.04,0.87,0.14,4,0.14,,Li 2007,http://dx.doi.org/10.1002/macp.200600461,,1.042969073,-0.060480747,-0.853871964,0.602059991,-0.853871964,1.050852056,1.042969073,-0.060480747,-0.853871964,0.602059991,-0.853871964,0.087432416,0.098698651,0.071484958,0.082189681,0.134877913,0.143728766
Polyimides and Polypyrrolones,,Fluorinated poly(phenylene-imide) PI-10,,9.98,0.78,0.12,3.61,0.13,,Li 2007,http://dx.doi.org/10.1002/macp.200600461,,0.999130541,-0.107905397,-0.920818754,0.557507202,-0.886056648,0.997024702,0.999130541,-0.107905397,-0.920818754,0.557507202,-0.886056648,0.087517616,0.098778272,0.07154155,0.082149639,0.13483465,0.143848029
Polyimides and Polypyrrolones,FBP-BTDA PI,Polyimide,,,6.24,0.95,36.07,0.94,,Dasgupta 2010,http://www.sciencedirect.com/science/article/pii/S0376738810004680,,,0.79518459,-0.022276395,1.557146142,-0.026872146,1.646686944,1.752682128,0.79518459,-0.022276395,1.557146142,-0.026872146,0.087987439,0.099348469,0.071861766,0.082538938,0.136193674,0.143935871
Polyimides and Polypyrrolones,FBP-6FDA PI,Polyimide,,,13.46,2.06,53.09,1.34,,Dasgupta 2010,http://www.sciencedirect.com/science/article/pii/S0376738810004680,,,1.12904506,0.31386722,1.725012725,0.127104798,2.032185157,2.102896585,1.12904506,0.31386722,1.725012725,0.127104798,0.087685481,0.098975532,0.071778974,0.082484117,0.136134533,0.144196802
Polyimides and Polypyrrolones,FBP-ODPA PI,Polyimide,,,7.86,1.22,25.91,1.04,,Dasgupta 2010,http://www.sciencedirect.com/science/article/pii/S0376738810004680,,,0.895422546,0.086359831,1.413467413,0.017033339,1.78501425,1.8454371,0.895422546,0.086359831,1.413467413,0.017033339,0.087327224,0.098422972,0.071615055,0.082017177,0.135089355,0.144144713
Polyimides and Polypyrrolones,FBP-BPADA PI,Polyimide,,,7.01,1.19,22.52,1.01,,Dasgupta 2010,http://www.sciencedirect.com/science/article/pii/S0376738810004680,,,0.845718018,0.075546961,1.352568386,0.004321374,1.744142476,1.785954562,0.845718018,0.075546961,1.352568386,0.004321374,0.087119898,0.098186941,0.071487031,0.081967496,0.134823481,0.143923016
Polyimides and Polypyrrolones,Matrimid 5218 PI,Polyimide,22,,1.9,0.27,8.7,0.24,,Guiver 2002,http://dx.doi.org/10.1002/pola.10516,1.342422681,,0.278753601,-0.568636236,0.939519253,-0.619788758,1.342422681,1.360781443,0.278753601,-0.568636236,0.939519253,-0.619788758,0.087674759,0.099036111,0.071741219,0.082307849,0.135506027,0.144091302
Polyimides and Polypyrrolones,Matrimid 5218 PI,Polyimide,21,,1.7,0.25,6.5,0.19,,Xiao 2005,http://dx.doi.org/10.1021/ma051354j,1.322219295,,0.230448921,-0.602059991,0.812913357,-0.721246399,1.322219295,1.303846479,0.230448921,-0.602059991,0.812913357,-0.721246399,0.087266504,0.098357401,0.071495797,0.082070966,0.135029846,0.143729815
Polyimides and Polypyrrolones,Brominated Matrimid 5218 PI,Polyimide,38,,3.6,0.55,13.3,0.44,,Xiao 2005,http://dx.doi.org/10.1021/ma051354j,1.579783597,,0.556302501,-0.259637311,1.123851641,-0.356547324,1.579783597,1.597170231,0.556302501,-0.259637311,1.123851641,-0.356547324,0.087404438,0.098678865,0.071638958,0.082186215,0.135244976,0.144118654
Polyimides and Polypyrrolones,BPI PMDA PI,Polyimide,,,12.22,2.36,44.68,1.52,,Dasgupta 2009,http://www.sciencedirect.com/science/article/pii/S0376738809006516,,,1.087071206,0.372912003,1.650113164,0.181843588,1.990212594,2.022879969,1.087071206,0.372912003,1.650113164,0.181843588,0.08718306,0.098406325,0.07146476,0.082352784,0.135503998,0.143690128
Polyimides and Polypyrrolones,BPI-BTDA PI,Polyimide,,,7.98,1.32,34.2,0.88,,Dasgupta 2009,http://www.sciencedirect.com/science/article/pii/S0376738809006516,,,0.902002891,0.120573931,1.534026106,-0.055517328,1.848572731,1.890999433,0.902002891,0.120573931,1.534026106,-0.055517328,0.087534909,0.098833485,0.071644267,0.082479649,0.135927814,0.143844966
Polyimides and Polypyrrolones,BPI-6FDA PI,Polyimide,,,14.98,2.44,57.45,1.62,,Dasgupta 2009,http://www.sciencedirect.com/science/article/pii/S0376738809006516,,,1.175511813,0.387389826,1.759290033,0.209515015,2.056922477,2.126775155,1.175511813,0.387389826,1.759290033,0.209515015,0.087560799,0.098827761,0.071708547,0.08243665,0.135962893,0.144097448
Polyimides and Polypyrrolones,BPI-ODA,Polyimide,,,8.95,1.42,35.78,0.98,,Dasgupta 2009,http://www.sciencedirect.com/science/article/pii/S0376738809006516,,,0.951823035,0.152288344,1.553640336,-0.008773924,1.880674467,1.933416076,0.951823035,0.152288344,1.553640336,-0.008773924,0.087539419,0.098796614,0.071678565,0.082393357,0.13583285,0.144002547
Polyimides and Polypyrrolones,BPI-BPADA PI,Polyimide,,,10.95,2.08,39.45,1.38,,Dasgupta 2009,http://www.sciencedirect.com/science/article/pii/S0376738809006516,,,1.039414119,0.318063335,1.596047008,0.139879086,1.947968383,1.979197573,1.039414119,0.318063335,1.596047008,0.139879086,0.087164373,0.098366325,0.071460417,0.082302761,0.135408094,0.143704503
Polyimides and Polypyrrolones,Matrimid 5218,,26.06,27.16,2,0.28,7,0.21,,Hosseini 2009,http://www.sciencedirect.com/science/article/pii/S0376738808010314,1.415974411,1.433929766,0.301029996,-0.552841969,0.84509804,-0.677780705,1.415974411,1.433929766,0.301029996,-0.552841969,0.84509804,-0.677780705,0.087513856,0.098613334,0.071538728,0.082156938,0.135120426,0.144105237
Polyimides and Polypyrrolones,P84 PI,Polyimide,11.29,9.09,0.402,0.05,1.37,0.028,,Hosseini 2009,http://www.sciencedirect.com/science/article/pii/S0376738808010314,1.052693942,0.958563883,-0.395773947,-1.301029996,0.136720567,-1.552841969,1.052693942,0.958563883,-0.395773947,-1.301029996,0.136720567,-1.552841969,0.087643309,0.099047192,0.071613846,0.082421597,0.135354003,0.144429669
Polyimides and Polypyrrolones,P84 PI,Polyimide,14.62,,0.89,0.102,1.39,,,Shen 2010,http://dx.doi.org/10.1002/app.31810,1.164947373,,-0.050609993,-0.991399828,0.1430148,,1.164947373,1.059578106,-0.050609993,-0.991399828,0.1430148,-1.214778364,0.086724422,0.097072632,0.071234724,0.081217484,0.133706582,0.143939089
Polyimides and Polypyrrolones,PI Ib,Polyimide,,,0.69,0.08,4.73,0.08,,Chang 2008,http://dx.doi.org/10.1002/pola.23082,,,-0.161150909,-1.096910013,0.674861141,-1.096910013,0.951214867,0.983415212,-0.161150909,-1.096910013,0.674861141,-1.096910013,0.088344104,0.099733132,0.07200115,0.082585781,0.136319277,0.144004791
Polyimides and Polypyrrolones,PI IIb,Polyimide,,,4.28,0.89,16.82,0.5,,Chang 2008,http://dx.doi.org/10.1002/pola.23082,,,0.631443769,-0.050609993,1.225825991,-0.301029996,1.686706166,1.643457525,0.631443769,-0.050609993,1.225825991,-0.301029996,0.086992704,0.098248349,0.071271631,0.082412395,0.135362451,0.143252231
Polyimides and Polypyrrolones,PI IIIb,Polyimide,,,1.97,0.45,11.77,1.24,,Chang 2008,http://dx.doi.org/10.1002/pola.23082,,,0.294466226,-0.346787486,1.070776463,0.093421685,0.941319529,1.063518873,0.294466226,-0.346787486,1.070776463,0.093421685,0.087385827,0.098469243,0.071447393,0.081829679,0.13393059,0.143383487
Polyimides and Polypyrrolones,PI IVb,Polyimide,,,2.94,0.59,12.97,0.4,,Chang 2008,http://dx.doi.org/10.1002/pola.23082,,,0.46834733,-0.229147988,1.112939976,-0.397940009,1.508528696,1.479461825,0.46834733,-0.229147988,1.112939976,-0.397940009,0.087079244,0.098326668,0.071299689,0.082364511,0.135269171,0.143198296
Polyimides and Polypyrrolones,PEI-I,Polyetherimide,,,17.08,3.11,36.61,1.51,,Sen 2009,http://www.sciencedirect.com/science/article/pii/S0376738809005365,,,1.232487866,0.492760389,1.563599729,0.178976947,2.206286503,2.193845034,1.232487866,0.492760389,1.563599729,0.178976947,0.08691302,0.09795253,0.071434282,0.082118409,0.135084747,0.144147754
Polyimides and Polypyrrolones,PEI-II,Polyetherimide,,,15.17,2.87,33.12,1.19,,Sen 2009,http://www.sciencedirect.com/science/article/pii/S0376738809005365,,,1.180985581,0.457881897,1.520090328,0.075546961,2.2118726,2.171168819,1.180985581,0.457881897,1.520090328,0.075546961,0.086885569,0.09797534,0.071395716,0.08224147,0.135247745,0.144043936
Polyimides and Polypyrrolones,PEI-III,Polyetherimide,,,12.15,1.91,51.92,1.95,,Sen 2009,http://www.sciencedirect.com/science/article/pii/S0376738809005365,,,1.084576278,0.281033367,1.715334684,0.290034611,1.860019874,1.981282463,1.084576278,0.281033367,1.715334684,0.290034611,0.087669877,0.098879549,0.071772945,0.082215563,0.135593986,0.14416732
Polyimides and Polypyrrolones,PEI-IV,Polyetherimide,,,11.65,1.78,45.31,1.68,,Sen 2009,http://www.sciencedirect.com/science/article/pii/S0376738809005365,,,1.066325925,0.250420002,1.656194062,0.225309282,1.875608955,1.982163088,1.066325925,0.250420002,1.656194062,0.225309282,0.087607377,0.098786306,0.071757045,0.082166905,0.135517362,0.144240745
Polyimides and Polypyrrolones,PEI 8a,Polyetherimide,,,9.92,1.02,23.87,0.35,,Sen 2010,http://www.sciencedirect.com/science/article/pii/S0376738810007350,,,0.996511672,0.008600172,1.377852419,-0.455931956,2.172646324,2.162937467,0.996511672,0.008600172,1.377852419,-0.455931956,0.088040223,0.099266014,0.072075108,0.082577048,0.13675824,0.145302061
Polyimides and Polypyrrolones,PEI 8b,Polyetherimide,,,36.08,3.35,52.98,1.21,,Sen 2010,http://www.sciencedirect.com/science/article/pii/S0376738810007350,,,1.557266529,0.525044807,1.724111954,0.08278537,2.597225297,2.640917283,1.557266529,0.525044807,1.724111954,0.08278537,0.088297303,0.099340232,0.072290923,0.082379296,0.13678526,0.146269738
Polyimides and Polypyrrolones,PEI 8d,Polyetherimide,,,13.07,1.12,22.64,0.41,,Sen 2010,http://www.sciencedirect.com/science/article/pii/S0376738810007350,,,1.116275588,0.049218023,1.354876423,-0.387216143,2.267403738,2.278748667,1.116275588,0.049218023,1.354876423,-0.387216143,0.088268889,0.099341977,0.072249475,0.082350106,0.136687855,0.146043051
Polymers with High Free Volume,AF2400 (TFE/BDD87),"87 mol % 2,2-bis(trifluoromethyl)-4,5-diflouro-1,3-dioxole (BDD) and 13 mol % tetrafluoroethylene (TFE)",,2100,1290,480,2200,390,,Merkel 1999,http://dx.doi.org/10.1021/ma9814402,,3.322219295,3.11058971,2.681241237,3.342422681,2.591064607,3.206105493,3.322219295,3.11058971,2.681241237,3.342422681,2.591064607,0.085761137,0.095865017,0.070979308,0.081403756,0.134063871,0.14292144
Polymers with High Free Volume,AF1600 (TFE/BDD65),"65 mol % 2,2-bis(trifluoromethyl)-4,5-diflouro-1,3-dioxole (BDD) and 35 mol % tetrafluoroethylene (TFE)",,595,350,114,481,74.6,,Alentiev 2002,http://dx.doi.org/10.1021/ma020494f,,2.774516966,2.544068044,2.056904851,2.682145076,1.872738827,2.783852555,2.774516966,2.544068044,2.056904851,2.682145076,1.872738827,0.085389222,0.095042906,0.070778061,0.081073749,0.133616709,0.142582116
Polymers with High Free Volume,PTMSP,poly(1-trimethylsilyl-1-propyne),6500,17000,9700,6300,34000,15000,,Toy 2000,http://dx.doi.org/10.1021/ma991566e,3.812913357,4.230448921,3.986771734,3.799340549,4.531478917,4.176091259,3.812913357,4.230448921,3.986771734,3.799340549,4.531478917,4.176091259,0.08733434,0.09908227,0.071593309,0.082807174,0.135324478,0.144739191
Polymers with High Free Volume,PMP,poly(4-methyl-2-pentyne),2600,5800,2700,1300,11000,2900,,Merkel 2003,http://dx.doi.org/10.1021/ma0341566,3.414973348,3.763427994,3.431363764,3.113943352,4.041392685,3.462397998,3.414973348,3.763427994,3.431363764,3.113943352,4.041392685,3.462397998,0.087344646,0.09921715,0.0717843,0.082682009,0.135450717,0.144662337
Polymers with High Free Volume,PPP,poly(1-phenyl-1-propyne),,280,57,21,260,,,,,,2.447158031,1.755874856,1.322219295,2.414973348,,2.295160346,2.447158031,1.755874856,1.322219295,2.414973348,1.407888703,0.087013104,0.098399734,0.071154136,0.082499301,0.135041738,0.143276498
Polymers with High Free Volume,PTMSDPA,poly(1-phenyl-2-(p-(trimethyl-silyl)phenyl)acetylene),1100,2600,1200,560,4900,1600,,Toy 2000,http://dx.doi.org/10.1021/ma991566e,3.041392685,3.414973348,3.079181246,2.748188027,3.69019608,3.204119983,3.041392685,3.414973348,3.079181246,2.748188027,3.69019608,3.204119983,0.087229952,0.098655134,0.071508838,0.08229438,0.13460276,0.144183166
Polymers with High Free Volume,PIM-1,Polymer with Intrinsic Microporosity (spirobisindane-based ladder polymer),1500,3600,1300,340,6500,430,,Thomas 2009,http://www.sciencedirect.com/science/article/pii/S0376738809001070,3.176091259,3.556302501,3.113943352,2.531478917,3.812913357,2.633468456,3.176091259,3.556302501,3.113943352,2.531478917,3.812913357,2.633468456,0.087812247,0.098659342,0.071679139,0.082513677,0.136441021,0.143642093
Polymers with High Free Volume,PIM-1,Polymer with Intrinsic Microporosity (spirobisindane-based ladder polymer),1060,2332,786,238,3496,360,,Staiger 2008,http://dx.doi.org/10.1021/cm071722t,3.025305865,3.367728546,2.895422546,2.376576957,3.543571424,2.556302501,3.025305865,3.367728546,2.895422546,2.376576957,3.543571424,2.556302501,0.087503985,0.098584734,0.071571565,0.082386549,0.135699376,0.143802322
Polymers with High Free Volume,PIOFG-1,Polyimide with orth-positioned functional groups,,35.33,2.58,0.39,9.773,0.079,,Park 2010,http://www.sciencedirect.com/science/article/B6TGK-4XFPPYS-1/2/a7b4f9aab6f2d702775eacfde1dba9a4,,1.548143637,0.411619706,-0.408935393,0.990027899,-1.102372909,1.744341397,1.548143637,0.411619706,-0.408935393,0.990027899,-1.102372909,0.087313698,0.098468056,0.071571203,0.082859803,0.136802934,0.143180772
Polymers with High Free Volume,TR-1-450,Thermally-Rearranged polymer from PIOFG (polyimide with ortho-positioned functional groups),,1327.16,384.34,116.5,2100.19,77.1,,Park 2010,http://www.sciencedirect.com/science/article/B6TGK-4XFPPYS-1/2/a7b4f9aab6f2d702775eacfde1dba9a4,,3.122923284,2.584715586,2.066325925,3.322258586,1.887054378,2.956290299,3.122923284,2.584715586,2.066325925,3.322258586,1.887054378,0.08741744,0.098658019,0.071616278,0.082909217,0.136903786,0.142987208
Polymers with High Free Volume,PIM-1,Polymer with Intrinsic Microporosity (spirobisindane-based ladder polymer) at 4bar,1340,2936,969,252,5303,320,,Li 2013,http://dx.doi.org/10.1016/j.memsci.2013.01.009,3.127104798,3.467756051,2.986323777,2.401400541,3.724521627,2.505149978,3.127104798,3.467756051,2.986323777,2.401400541,3.724521627,2.505149978,0.087935152,0.09918055,0.071895364,0.082726121,0.136786103,0.143940644
